tokens,tags
"['RESULTS' ':' 'Minutes' 'after' 'oral' 'administration' ',' 'the'
 'patient' 'developed' 'nausea' ',' 'sweating' 'and' 'hypotension' ','
 'and' 'finally' 'collapsed' '.']",[0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0]
"['Bradycardia' ',' 'cholinergic' 'symptoms' 'and' 'asystole' 'occurred'
 '.']",[2 0 0 0 0 2 0 0]
"['Initial' 'cardiopulmonary' 'resuscitation' 'and' 'immediate' 'treatment'
 'with' 'adrenaline' '(' 'epinephrine' '),' 'atropine' 'and' 'furosemide'
 'was' 'successful' '.']",[0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0]
"['On' 'hospital' 'admission' ',' 'blood' 'pressure' 'of' 'the' 'intubated'
 ',' 'bradyarrhythmic' 'patient' 'was' '100' '/' '65' 'mmHg' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Further' 'signs' 'were' 'hyperhidrosis' ',' 'hypersalivation' ','
 'bronchorrhoea' ',' 'and' 'severe' 'miosis' ';' 'the'
 'electrocardiographic' 'finding' 'was' 'atrio-ventricular' 'dissociation'
 '.']",[0 0 0 2 0 2 0 2 0 0 0 2 0 0 0 0 0 2 3 0]
"['High' 'doses' 'of' 'atropine' '(' 'up' 'to' '50' 'mg' 'per' '24' 'hours'
 '),' 'adrenaline' 'and' 'dopamine' 'were' 'necessary' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
['The' 'patient' 'was' 'extubated' '1' 'week' 'later' '.'],[0 0 0 0 0 0 0 0]
"['However' ',' 'increased' 'dyspnoea' 'and' 'bronchospasm' 'necessitated'
 'reintubation' '.']",[0 0 0 2 0 2 0 0 0]
"['Respiratory' 'insufficiency' 'was' 'further' 'worsened' 'by' 'Proteus'
 'mirabilis' 'infection' 'and' 'severe' 'bronchoconstriction' '.']",[2 3 0 0 0 0 2 3 3 0 0 0 0]
"['One' 'week' 'later' ',' 'the' 'patient' 'was' 'again' 'extubated' 'and'
 '3' 'days' 'later' 'was' 'transferred' 'to' 'a' 'peripheral' 'ward' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['On' 'the' 'next' 'day' 'he' 'died' ',' 'probably' 'as' 'a' 'result' 'of'
 'heart' 'failure' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 2 3 0]
"['Serum' 'samples' 'from' 'the' 'first' 'and' 'second' 'days' 'contained'
 '3' '.']",[0 0 0 0 0 0 0 0 0 0 0]
['6' 'and' '1' '.'],[0 0 0 0]
"['9' 'mg' '/' 'l' 'carbachol' ',' 'respectively' '.']",[0 0 0 0 1 0 0 0]
"['The' 'corresponding' 'urine' 'concentrations' 'amounted' 'to' '374'
 'and' '554' 'mg' '/' 'l' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['CONCLUSION' ':' 'This' 'case' 'started' 'with' 'a' 'media' 'report' 'in'
 'a' 'popular' 'newspaper' ',' 'initiated' 'by' 'published' ',' 'peer' '-'
 'reviewed' 'research' 'on' 'herbals' ',' 'and' 'involved' 'human'
 'failure' 'in' 'a' 'case' 'history' ',' 'medical' 'examination' 'and'
 'clinical' 'treatment' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
"['For' 'the' 'first' 'time' ',' 'an' 'analytical' 'method' 'for' 'the'
 'determination' 'of' 'carbachol' 'in' 'plasma' 'and' 'urine' 'has' 'been'
 'developed' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
"['The' 'analysed' 'carbachol' 'concentration' 'exceeded' 'the' 'supposed'
 'serum' 'level' 'resulting' 'from' 'a' 'therapeutic' 'dose' 'by' 'a'
 'factor' 'of' '130' 'to' '260' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Especially' 'in' 'old' 'patients' ',' 'intensivists' 'should' 'consider'
 'intoxications' '(' 'with' 'cholinergics' ')' 'as' 'a' 'cause' 'of'
 'acute' 'cardiovascular' 'failure']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 3]
"['Crossover' 'comparison' 'of' 'efficacy' 'and' 'preference' 'for'
 'rizatriptan' '10' 'mg' 'versus' 'ergotamine' '/' 'caffeine' 'in'
 'migraine' '.']",[0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 2 0]
"['Rizatriptan' 'is' 'a' 'selective' '5-HT' '(' '1B' '/' '1D' ')'
 'receptor' 'agonist' 'with' 'rapid' 'oral' 'absorption' 'and' 'early'
 'onset' 'of' 'action' 'in' 'the' 'acute' 'treatment' 'of' 'migraine' '.']",[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0]
"['This' 'randomized' 'double' '-' 'blind' 'crossover' 'outpatient' 'study'
 'assessed' 'the' 'preference' 'for' '1' 'rizatriptan' '10' 'mg' 'tablet'
 'to' '2' 'ergotamine' '1' 'mg' '/' 'caffeine' '100' 'mg' 'tablets' 'in'
 '439' 'patients' 'treating' 'a' 'single' 'migraine' 'attack' 'with'
 'each' 'therapy' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0]"
['Of' 'patients' 'expressing' 'a' 'preference' '(' '89' '.'],[0 0 0 0 0 0 0 0]
"['1' '%),' 'more' 'than' 'twice' 'as' 'many' 'preferred' 'rizatriptan'
 'to' 'ergotamine' '/' 'caffeine' '(' '69' '.']",[0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0]
['9' 'vs' '.'],[0 0 0]
['30' '.'],[0 0]
"['1' '%,' 'p' '<' 'or' '=' '0' '.']",[0 0 0 0 0 0 0 0]
"['001' ').' 'Faster' 'relief' 'of' 'headache' 'was' 'the' 'most'
 'important' 'reason' 'for' 'preference' ',' 'cited' 'by' '67' '.']",[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0]
['3' '%' 'of' 'patients' 'preferring' 'rizatriptan' 'and' '54' '.'],[0 0 0 0 0 1 0 0 0]
['2' '%' 'of' 'patients' 'who' 'preferred' 'ergotamine' '/' 'caffeine' '.'],[0 0 0 0 0 0 1 0 1 0]
"['The' 'co' '-' 'primary' 'endpoint' 'of' 'being' 'pain' 'free' 'at' '2'
 'h' 'was' 'also' 'in' 'favor' 'of' 'rizatriptan' '.']",[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0]
"['Forty' '-' 'nine' 'percent' 'of' 'patients' 'were' 'pain' 'free' '2' 'h'
 'after' 'rizatriptan' ',' 'compared' 'with' '24' '.']",[0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0]
"['3' '%' 'treated' 'with' 'ergotamine' '/' 'caffeine' '(' 'p' '<' 'or' '='
 '0' '.']",[0 0 0 0 1 0 1 0 0 0 0 0 0 0]
"['001' '),' 'rizatriptan' 'being' 'superior' 'within' '1' 'h' 'of'
 'treatment' '.']",[0 0 1 0 0 0 0 0 0 0 0]
['Headache' 'relief' 'at' '2' 'h' 'was' '75' '.'],[2 0 0 0 0 0 0 0]
['9' '%' 'for' 'rizatriptan' 'and' '47' '.'],[0 0 0 1 0 0 0]
['3' '%' 'for' 'ergotamine' '/' 'caffeine' '(' 'p' '<' 'or' '=' '0' '.'],[0 0 0 1 0 1 0 0 0 0 0 0 0]
"['001' '),' 'with' 'rizatriptan' 'being' 'superior' 'to' 'ergotamine' '/'
 'caffeine' 'within' '30' 'min' 'of' 'dosing' '.']",[0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0]
"['Almost' '36' '%' 'of' 'patients' 'taking' 'rizatriptan' 'were' 'pain'
 'free' 'at' '2' 'h' 'and' 'had' 'no' 'recurrence' 'or' 'need' 'for'
 'additional' 'medication' 'within' '24' 'h' ',' 'compared' 'to' '20' '%'
 'of' 'patients' 'on' 'ergotamine' '/' 'caffeine' '(' 'p' '<' 'or' '=' '0'
 '.']","[0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0]"
"['001' ').' 'Rizatriptan' 'was' 'also' 'superior' 'to' 'ergotamine' '/'
 'caffeine' 'in' 'the' 'proportions' 'of' 'patients' 'with' 'no' 'nausea'
 ',' 'vomiting' ',' 'phonophobia' 'or' 'photophobia' 'and' 'for'
 'patients' 'with' 'normal' 'function' '2' 'h' 'after' 'drug' 'intake' '('
 'p' '<' 'or' '=' '0' '.']","[0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 2 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
"['001' ').' 'More' 'patients' 'were' '(' 'completely' ',' 'very' 'or'
 'somewhat' ')' 'satisfied' '2' 'h' 'after' 'treatment' 'with'
 'rizatriptan' '(' '69' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
"['8' '%)' 'than' 'at' '2' 'h' 'after' 'treatment' 'with' 'ergotamine' '/'
 'caffeine' '(' '38' '.']",[0 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
"['6' '%,' 'p' '<' 'or' '=' '0' '.']",[0 0 0 0 0 0 0 0]
['001' ').' 'Recurrence' 'rates' 'were' '31' '.'],[0 0 0 0 0 0 0]
['4' '%' 'with' 'rizatriptan' 'and' '15' '.'],[0 0 0 1 0 0 0]
['3' '%' 'with' 'ergotamine' '/' 'caffeine' '.'],[0 0 0 1 0 1 0]
['Both' 'active' 'treatments' 'were' 'well' 'tolerated' '.'],[0 0 0 0 0 0 0]
"['The' 'most' 'common' 'adverse' 'events' '(' 'incidence' '>' 'or' '=' '5'
 '%' 'in' 'one' 'group' ')' 'after' 'rizatriptan' 'and' 'ergotamine' '/'
 'caffeine' ',' 'respectively' ',' 'were' 'dizziness' '(' '6' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 2 0 0 0]
['7' 'and' '5' '.'],[0 0 0 0]
"['3' '%),' 'nausea' '(' '4' '.']",[0 0 2 0 0 0]
['2' 'and' '8' '.'],[0 0 0 0]
['5' '%)' 'and' 'somnolence'],[0 0 0 2]
"['Thrombotic' 'microangiopathy' 'and' 'renal' 'failure' 'associated'
 'with' 'antineoplastic' 'chemotherapy' '.']",[2 3 0 2 3 0 0 0 0 0]
"['Five' 'patients' 'with' 'carcinoma' 'developed' 'thrombotic'
 'microangiopathy' '(' 'characterized' 'by' 'renal' 'insufficiency' ','
 'microangiopathic' 'hemolytic' 'anemia' ',' 'and' 'usually'
 'thrombocytopenia' ')' 'after' 'treatment' 'with' 'cisplatin' ','
 'bleomycin' ',' 'and' 'a' 'vinca' 'alkaloid' '.']",[0 0 0 2 0 2 3 0 0 0 2 3 0 2 3 3 0 0 0 2 0 0 0 0 1 0 1 0 0 0 1 4 0]
"['One' 'patient' 'had' 'thrombotic' 'thrombocytopenic' 'purpura' ','
 'three' 'the' 'hemolytic-uremic' 'syndrome' ',' 'and' 'one' 'an'
 'apparent' 'forme' 'fruste' 'of' 'one' 'of' 'these' 'disorders' '.']",[0 0 0 2 3 3 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Histologic' 'examination' 'of' 'the' 'renal' 'tissue' 'showed'
 'evidence' 'of' 'intravascular' 'coagulation' ',' 'primarily' 'affecting'
 'the' 'small' 'arteries' ',' 'arterioles' ',' 'and' 'glomeruli' '.']",[0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0]
"['Because' 'each' 'patient' 'was' 'tumor' '-' 'free' 'or' 'had' 'only' 'a'
 'small' 'tumor' 'at' 'the' 'onset' 'of' 'this' 'syndrome' ',' 'the'
 'thrombotic' 'microangiopathy' 'may' 'have' 'been' 'induced' 'by'
 'chemotherapy' '.']",[0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0]
"['Diagnosis' 'of' 'this' 'potentially' 'fatal' 'complication' 'may' 'be'
 'delayed' 'or' 'missed' 'if' 'renal' 'tissue' 'or' 'the' 'peripheral'
 'blood' 'smear' 'is' 'not' 'examined' ',' 'because' 'renal' 'failure'
 'may' 'be' 'ascribed' 'to' 'cisplatin' 'nephrotoxicity' 'and' 'the'
 'anemia' 'and' 'thrombocytopenia' 'to' 'drug' '-' 'induced' 'bone'
 'marrow' 'suppression']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 1 2 0 0 2 0 2
 0 0 0 0 2 3 3]"
"['Salvage' 'therapy' 'with' 'nelarabine' ',' 'etoposide' ',' 'and'
 'cyclophosphamide' 'in' 'relapsed' '/' 'refractory' 'paediatric' 'T-cell'
 'lymphoblastic' 'leukaemia' 'and' 'lymphoma' '.']",[0 0 0 1 0 1 0 0 1 0 0 0 0 0 2 3 3 3 3 0]
"['A' 'combination' 'of' '5' 'd' 'of' 'nelarabine' '(' 'AraG' ')' 'with'
 '5' 'd' 'of' 'etoposide' '(' 'VP' ')' 'and' 'cyclophosphamide' '(' 'CPM'
 ')' 'and' 'prophylactic' 'intrathecal' 'chemotherapy' 'was' 'used' 'as'
 'salvage' 'therapy' 'in' 'seven' 'children' 'with' 'refractory' 'or'
 'relapsed' 'T-cell' 'leukaemia' 'or' 'lymphoma' '.']","[0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 2 3 3 3 0]"
"['The' 'most' 'common' 'side' 'effects' 'attributable' 'to' 'the' 'AraG'
 'included' 'Grade' '2' 'and' '3' 'sensory' 'and' 'motor' 'neuropathy'
 'and' 'musculoskeletal' 'pain' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 2 3 0]
"['Haematological' 'toxicity' 'was' 'greater' 'for' 'the' 'combination'
 'than' 'AraG' 'alone' ',' 'although' 'median' 'time' 'to' 'neutrophil'
 'and' 'platelet' 'recovery' 'was' 'consistent' 'with' 'other' 'salvage'
 'therapies' '.']",[2 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['All' 'patients' 'had' 'some' 'response' 'to' 'the' 'combined' 'therapy'
 'and' 'five' 'of' 'the' 'seven' 'went' 'into' 'complete' 'remission'
 'after' 'one' 'or' 'two' 'courses' 'of' 'AraG' '/' 'VP' '/' 'CPM' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0]
"['Our' 'experience' 'supports' 'the' 'safety' 'of' 'giving' 'AraG' 'as'
 'salvage' 'therapy' 'in' 'synchrony' 'with' 'etoposide' 'and'
 'cyclophosphamide' ',' 'although' 'neurological' 'toxicity']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 2 3]
['The' '3' '-' 'week' 'sulphasalazine' 'syndrome' 'strikes' 'again' '.'],[0 0 0 0 1 0 0 0 0]
"['A' '34' '-' 'year' '-' 'old' 'lady' 'developed' 'a' 'constellation' 'of'
 'dermatitis' ',' 'fever' ',' 'lymphadenopathy' 'and' 'hepatitis' ','
 'beginning' 'on' 'the' '17th' 'day' 'of' 'a' 'course' 'of' 'oral'
 'sulphasalazine' 'for' 'sero' '-' 'negative' 'rheumatoid' 'arthritis' '.']",[0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 3 0]
"['Cervical' 'and' 'inguinal' 'lymph' 'node' 'biopsies' 'showed' 'the'
 'features' 'of' 'severe' 'necrotising' 'lymphadenitis' ',' 'associated'
 'with' 'erythrophagocytosis' 'and' 'prominent' 'eosinophilic'
 'infiltrates' ',' 'without' 'viral' 'inclusion' 'bodies' ',' 'suggestive'
 'of' 'an' 'adverse' 'drug' 'reaction' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 3 0]
"['A' 'week' 'later' ',' 'fulminant' 'drug-induced' 'hepatitis' ','
 'associated' 'with' 'the' 'presence' 'of' 'anti' '-' 'nuclear'
 'autoantibodies' '(' 'but' 'not' 'with' 'other' 'markers' 'of'
 'autoimmunity' '),' 'and' 'accompanied' 'by' 'multi-organ' 'failure'
 'and' 'sepsis' ',' 'supervened' '.']",[0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 3 0 2 0 0 0]
"['She' 'subsequently' 'died' 'some' '5' 'weeks' 'after' 'the'
 'commencement' 'of' 'her' 'drug' 'therapy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Post' '-' 'mortem' 'examination' 'showed' 'evidence' 'of' 'massive'
 'hepatocellular' 'necrosis' ',' 'acute' 'hypersensitivity' 'myocarditis'
 ',' 'focal' 'acute' 'tubulo' '-' 'interstitial' 'nephritis' 'and'
 'extensive' 'bone' 'marrow' 'necrosis' ',' 'with' 'no' 'evidence' 'of'
 'malignancy' '.']",[0 0 0 0 0 0 0 2 3 3 0 0 0 2 0 0 0 0 0 0 2 0 0 2 3 3 0 0 0 0 0 2 0]
"['It' 'is' 'thought' 'that' 'the' 'clinico' '-' 'pathological' 'features'
 'and' 'chronology' 'of' 'this' 'case' 'bore' 'the' 'hallmarks' 'of' 'the'
 'so' '-' 'called' '""' '3' '-' 'week' 'sulphasalazine' 'syndrome' '"",' 'a'
 'rare' ',' 'but' 'often' 'fatal' ',' 'immunoallergic' 'reaction' 'to'
 'sulphasalazine']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 1]"
['Bupropion' '(' 'Zyban' ')' 'toxicity' '.'],[1 0 1 0 2 0]
"['Bupropion' 'is' 'a' 'monocyclic' 'antidepressant' 'structurally'
 'related' 'to' 'amphetamine' '.']",[1 0 0 0 1 0 0 0 1 0]
"['Zyban' ',' 'a' 'sustained' '-' 'release' 'formulation' 'of' 'bupropion'
 'hydrochloride' ',' 'was' 'recently' 'released' 'in' 'Ireland' ',' 'as'
 'a' 'smoking' 'cessation' 'aid' '.']",[1 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['In' 'the' 'initial' '6' 'months' 'since' 'it' ""'"" 's' 'introduction' ','
 '12' 'overdose' 'cases' 'have' 'been' 'reported' 'to' 'The' 'National'
 'Poisons' 'Information' 'Centre' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0]
['8' 'patients' 'developed' 'symptoms' 'of' 'toxicity' '.'],[0 0 0 0 0 2 0]
"['Common' 'features' 'included' 'tachycardia' ',' 'drowsiness' ','
 'hallucinations' 'and' 'convulsions' '.']",[0 0 0 2 0 0 0 2 0 2 0]
"['Two' 'patients' 'developed' 'severe' 'cardiac' 'arrhythmias' ','
 'including' 'one' 'patient' 'who' 'was' 'resuscitated' 'following' 'a'
 'cardiac' 'arrest' '.']",[0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 2 3 0]
['All' 'patients' 'recovered' 'without' 'sequelae' '.'],[0 0 0 0 0 0]
"['We' 'report' 'a' 'case' 'of' 'a' '31' 'year' 'old' 'female' 'who'
 'required' 'admission' 'to' 'the' 'Intensive' 'Care' 'Unit' 'for'
 'ventilation' 'and' 'full' 'supportive' 'therapy' ',' 'following'
 'ingestion' 'of' '13' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['5g' 'bupropion' '.'],[0 1 0]
"['Recurrent' 'seizures' 'were' 'treated' 'with' 'diazepam' 'and' 'broad'
 'complex' 'tachycardia' 'was' 'successfully' 'treated' 'with' 'adenosine'
 '.']",[0 2 0 0 0 1 0 0 0 2 0 0 0 0 1 0]
"['Zyban' 'caused' 'significant' 'neurological' 'and' 'cardiovascular'
 'toxicity' 'in' 'overdose']",[1 0 0 2 3 3 3 0 2]
"['Survey' 'of' 'complications' 'of' 'indocyanine' 'green' 'angiography'
 'in' 'Japan' '.']",[0 0 0 0 1 4 0 0 0 0]
"['PURPOSE' ':' 'We' 'evaluated' 'the' 'safety' 'of' 'indocyanine' 'green'
 'for' 'use' 'in' 'fundus' 'angiography' '.']",[0 0 0 0 0 0 0 1 4 0 0 0 0 0 0]
"['METHODS' ':' 'We' 'sent' 'a' 'questionnaire' 'concerning'
 'complications' 'of' 'indocyanine' 'green' 'to' '32' 'institutions' 'in'
 'Japan' ',' 'which' 'were' 'selected' 'on' 'the' 'basis' 'of' 'the'
 'client' 'list' 'from' 'the' 'Topcon' 'Company' ',' 'which'
 'manufactures' 'the' 'indocyanine' 'green' 'fundus' 'camera' '.']","[0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4
 0 0 0]"
"['RESULTS' ':' 'Ophthalmologists' 'at' '15' 'institutions' 'responded' ','
 'reporting' 'a' 'total' 'of' '3' ',' '774' 'indocyanine' 'green'
 'angiograms' 'performed' 'on' '2' ',' '820' 'patients' 'between' 'June'
 '1984' 'and' 'September' '1992' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Before' 'angiography' ',' 'intradermal' 'or' 'intravenous' 'indocyanine'
 'green' 'testing' ',' 'or' 'both' 'was' 'performed' 'at' '13' 'of' '15'
 'institutions' '.']",[0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0]
"['For' 'three' 'patients' ',' 'the' 'decision' 'was' 'made' 'not' 'to'
 'proceed' 'with' 'angiography' 'after' 'positive' 'preangiographic'
 'testing' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'dosage' 'of' 'indocyanine' 'green' 'used' 'for' 'angiography'
 'varied' 'from' '25' 'to' '75' 'mg' ',' 'depending' 'upon' 'the'
 'institution' '.']",[0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['There' 'were' '13' 'cases' 'of' 'adverse' 'reactions' '(' '0' '.'],[0 0 0 0 0 0 0 0 0 0]
"['34' '%),' 'ten' 'of' 'which' 'were' 'mild' 'reactions' 'such' 'as'
 'nausea' ',' 'exanthema' ',' 'urtication' ',' 'itchiness' ',' 'and'
 'urgency' 'to' 'defecate' ',' 'and' 'did' 'not' 'require' 'treatment' '.']",[0 0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0]
"['Also' 'recorded' 'were' 'one' 'case' 'of' 'pain' 'of' 'the' 'vein' ','
 'which' 'required' 'treatment' ',' 'and' 'two' 'cases' 'of' 'hypotension'
 '.']",[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0]
"['The' 'two' 'hypotensive' 'patients' 'required' 'treatment' 'for' 'shock'
 '.']",[0 0 2 0 0 0 0 2 0]
"['CONCLUSIONS' ':' 'A' 'comparison' 'of' 'frequency' 'of' 'adverse'
 'reactions' 'to' 'indocyanine' 'green' 'with' 'the' 'previously'
 'reported' 'frequency' 'of' 'such' 'reactions' 'to' 'fluorescein'
 'sodium' 'indicated' 'that' 'indocyanine' 'green' 'is' 'a' 'safe' 'as'
 'fluorescein']",[0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 0 0 1]
"['Bradykinin' 'receptors' 'antagonists' 'and' 'nitric' 'oxide' 'synthase'
 'inhibitors' 'in' 'vincristine' 'and' 'streptozotocin' 'induced'
 'hyperalgesia' 'in' 'chemotherapy' 'and' 'diabetic' 'neuropathy' 'rat'
 'model' '.']",[1 0 0 0 1 4 0 0 0 1 0 1 0 2 0 0 0 2 3 0 0 0]
"['PURPOSE' ':' 'The' 'influence' 'of' 'an' 'irreversible' 'inhibitor' 'of'
 'constitutive' 'NO' 'synthase' '(' 'L' '-' 'NOArg' ';' '1' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
"['0' 'mg' '/' 'kg' 'ip' '),' 'a' 'relatively' 'selective' 'inhibitor' 'of'
 'inducible' 'NO' 'synthase' '(' 'L' '-' 'NIL' ';' '1' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
"['0' 'mg' '/' 'kg' 'ip' ')' 'and' 'a' 'relatively' 'specific' 'inhibitor'
 'of' 'neuronal' 'NO' 'synthase' '(' '7' '-' 'NI' ';' '0' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
"['1' 'mg' '/' 'kg' 'ip' '),' 'on' 'antihyperalgesic' 'action' 'of'
 'selective' 'antagonists' 'of' 'B2' 'and' 'B1' 'receptors' ':' 'D' '-'
 'Arg' '-[' 'Hyp3' ',' 'Thi5' ',' 'D' '-' 'Tic7' ',' 'Oic8' ']'
 'bradykinin' '(' 'HOE' '140' ';' '70' 'nmol' '/' 'kg' 'ip' ')' 'or' 'des'
 'Arg10' 'HOE' '140' '(' '70' 'nmol' '/' 'kg' 'ip' ')' 'respectively' ','
 'in' 'model' 'of' 'diabetic' '(streptozotocin-induced)' 'and' 'toxic'
 '(vincristine-induced)' 'neuropathy' 'was' 'investigated' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 4 0
 0 0 0 0 0 0 0 1 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 2 3 3 3 3 3 0 0 0]"
"['METHODS' ':' 'The' 'changes' 'in' 'pain' 'thresholds' 'were'
 'determined' 'using' 'mechanical' 'stimuli' '--' 'the' 'modification'
 'of' 'the' 'classic' 'paw' 'withdrawal' 'test' 'described' 'by' 'Randall'
 '-' 'Selitto' '.']",[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['RESULTS' ':' 'The' 'results' 'of' 'this' 'paper' 'confirm' 'that'
 'inhibition' 'of' 'bradykinin' 'receptors' 'and' 'inducible' 'NO'
 'synthase' 'but' 'not' 'neuronal' 'NO' 'synthase' 'activity' 'reduces'
 'diabetic' 'hyperalgesia' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 2 3 0]
"['Pretreatment' 'with' 'L' '-' 'NOArg' 'and' 'L' '-' 'NIL' 'but' 'not' '7'
 '-' 'NI' ',' 'significantly' 'increases' 'antihyperalgesic' 'activity'
 'both' 'HOE' '140' 'and' 'des' 'Arg10' 'HOE' '140' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 1 4 4 4 0]
"['It' 'was' 'also' 'shown' 'that' 'both' 'products' 'of' 'inducible' 'NO'
 'synthase' 'and' 'neuronal' 'NO' 'synthase' 'activation' 'as' 'well' 'as'
 'bradykinin' 'are' 'involved' 'in' 'hyperalgesia' 'produced' 'by'
 'vincristine' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 0 1 0]
